sbjnum,filter,date,srvyr,sbjnam,usrunq,duration,upload,subjdata,rvwtime,rvwcomment,srvyrcomment,complete,stopq,test,parentid,status,utcdiff,qascore,frscname,exrenum,vstart,vend,rvwname,cancel,srvtype,country,endstatus,uid,language,s06,s06a,s06a_s,s07,s08_o1,s08_o2,s08_o3,s08_o4,s08_o5,s08_o6,s08_o7,s08_o8,s08_o9,s08_o10,s08_o11,s08_o12,s08_o13,s08_o14,s08_o15,s08_o16,s08_o17,s08_o18,s08_o19,s08_o20,s08_98,s09,s10,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a04,a05,a09_o1,a09_o2,a09_o3,a09_o4,a09_o5,a09_o6,a09_98,t_a10_7,t_a10_8,t_a10_5,t_a10_9,t_a10_4,t_a11_1,t_a11_2,x01,x02,x03,x04,x11_timestamp,x11_blk,i_1_x11_c0,i_2_x11_c0,i_3_x11_c0,i_4_x11_c0,i_5_x11_c0,i_6_x11_c0,i_7_x11_c0,i_8_x11_c0,i_9_x11_c0,i_10_x11_c0,i_11_x11_c0,i_12_x11_c0,i_13_x11_c0,i_14_x11_c0,i_15_x11_c0,i_16_x11_c0,i_17_x11_c0,i_18_x11_c0,i_19_x11_c0,i_20_x11_c0,i_21_x11_c0,i_22_x11_c0,i_23_x11_c0,i_24_x11_c0,i_25_x11_c0,i_26_x11_c0,i_27_x11_c0,i_28_x11_c0,i_29_x11_c0,i_30_x11_c0,i_31_x11_c0,i_32_x11_c0,i_33_x11_c0,i_34_x11_c0,i_35_x11_c0,i_36_x11_c0,i_37_x11_c0,i_38_x11_c0,i_39_x11_c0,i_40_x11_c0,t_x23_1,t_x23_2,t_x23_3,t_x23_4,t_x23_5,b05,b08_randomization,b08,t_b10_1,t_b10_2,t_b10_3,t_b10_4,b11,b12,b13,c01_timestamp,c01,c01a,t_c02_1,t_c02_2,t_c02_3,t_c02_7,t_c03_2,t_c03_4,t_c03_5,t_c03_6,t_c03_7,c03_attention,t_c04_1,t_c04_2,t_c04_3,t_c04_5,t_c04_6,t_c04_8,t_c05_1,t_c05_3,t_c05_4,t_c05_6,t_c05_7,t_d08a_1,t_d08a_2,t_d08a_7,t_d08a_8,t_d08a_9,t_d08a_10,t_d08a_11,t_d08a_12,t_d08a_13,t_d08a_14,t_d08a_21,t_d08a_22,t_d08a_23,t_d08a_24,t_d08a_25,t_d08a_26,t_d08a_27,d11,d12,d12_txt1,d12_txt2,d13_order,d13,e01,intro_e02,e02,e03,e04,e04a,t_e05_1,t_e05_4,t_e05_5,t_e05_6,e05_attention,e06_1,t_e06_2_1,t_e06_2_2,t_e08_1,t_e08_2,e09,e10_o1,e10_o2,e10_o3,e10_o4,s_e10_1,s_e10_2,s_e10_3,e10_more_hv,e11,e14,f03,f04_o1,f04_o2,f04_o3,f04_o4,f04_o5,f04_o6,f04_o7,f04_o8,f04_o9,f04_o10,f04_o11,s_f04_98,f05_o1,f05_o2,f05_o3,f05_o4,f05_o5,f05_o6,s_f05_98,t_f06_1,t_f06_2,f08_o1,f08_o2,f08_o3,f08_o4,f08_o5,f08_o6,f08_o7,f08_o8,f08_o9,f08_o10,f08_o11,s_f08_98,f10,total_int_time,s08_1,s08_2,s08_3,s08_4,s08_5,s08_6,s08_7,s08_8,s08_9,s08_10,s08_95,s08_96,s08_97,s08_99,main_method,age_cat,multiple_sex_partners_v1,willing_to_use,condom_use,caseid,weight,qual,sample_source,p_id2021,surv_lang,device,gender,racethnicity,educ5,marital,employ,income,income4,income9,state,region4,region9,metro,internet,housing,home_type,phoneservice,hhsize,hh01,hh25,hh612,hh1317,hh18ov,a09_5,a09_7,a09_8,a09_97,a09_99,tot_children,desired_children,hhd_size,f04_o1_recode,f04_o2_recode,f04_o3_recode,f04_o4_recode,_merge
184331611,-1,5/14/2023 5:29,STGAutoWebSurveyor,2000001494,64B539BG,00:13:57,5/14/2023 5:44,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-5,,,,5/14/2023 5:29,5/14/2023 5:43,N/A,-1,2,8,1,2000001494,1,34,1,,3,7,8,3,,,,,,,,,,,,,,,,,,,,,7,7,1,3,,3,2,99,,,,,,,4,5,,,,3,2,9,9,1,9,5/14/2023 3:03,1,1,1,1,2,3,3,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,2,2,4,2,3,3,1,4,1,5/14/2023 3:08,3,3,2,1,2,3,3,2,2,2,,1,3,3,5,3,2,3,3,2,2,3,3,,,,,,,,,,,1,1,2,1,2,2,1,26,40,,,1,3,6,,6,2,,,4,2,4,,1,3,,,0,0,,1,2,,,1,1,,1,4,2,1,9,,,,,,,,,,,,98,,,,,,Veteran health care ,1,0,3,,,,,,,,,,,,2,13.95,0,0,1,0,0,0,1,1,0,0,0,0,0,0,7,2,1,3,1,1596,0.833177566,1,20, ,1,Smartphone,1,4,3,5,1,10,2,6,TX,3,7,1,1,2,3,4,1,0,0,0,0,1,0,0,,0,1,0,2,1,,,,,3
184331617,-1,5/14/2023 5:30,STGAutoWebSurveyor,2000001454,64B539BG,00:07:09,5/14/2023 5:37,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-5,,,,5/14/2023 5:30,5/14/2023 5:37,N/A,-1,2,8,3,2000001454,1,48,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,1,7,,,,,,,4,,,,,3,4,9,9,9,9,5/14/2023 3:02,1,3,3,3,3,3,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,2,99,3,3,3,3,1,,3,5/14/2023 3:04,3,2,3,3,3,3,3,3,3,3,,1,3,3,3,3,3,3,2,1,3,2,1,,,,,,,,,,,97,97,1,97,2,2,97,0,100,,,2,2,2,,2,,3,44,3,3,3,,1,3,,,0,1,1,97,,,,,,,3,,6,8,,,,,,,,,,,,,5,,,,,,,3,0,3,,,,,,,,,,,,2,7.1666665,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,4,0,3,0,1556,0.78481436,1,20, ,1,Smartphone,1,1,3,5,2,12,3,7,IL,2,3,1,1,1,1,4,3,0,0,0,0,3,0,1,0,0,0,1,0,3,,,,,3
184331641,-1,5/14/2023 5:31,STGAutoWebSurveyor,1889431,64B539BG,00:12:48,5/14/2023 5:44,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-5,,,,5/14/2023 5:31,5/14/2023 5:44,N/A,-1,2,8,1,1889431,1,54,1,,1,7,8,,,,,,,,,,,,,,,,,,,,,,7,7,3,3,,1,2,99,,,,,,,5,5,,,,2,4,9,9,9,9,5/14/2023 3:05,1,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,1,99,3,3,3,3,7,2,3,5/14/2023 3:08,3,3,2,2,2,2,2,2,2,2,,1,2,2,4,3,2,2,3,2,2,2,3,,,,,,,,,,,1,2,2,1,1,97,97,,,,,1,2,2,,2,,5,45,4,2,3,,1,3,,,0,0,,97,,,,,,,3,,1,1,5,,,,,,,,,,,,2,,,,,,,1,0,99,,,,,,,,,,,,2,12.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,4,0,2,1,10315,1.806845227,1,1,18055,1,Tablet,1,1,3,5,1,6,1,3,FL,3,5,1,1,1,3,3,1,0,0,0,0,1,0,0,,0,1,0,0,1,,,,,3
184331650,-1,5/14/2023 5:32,STGAutoWebSurveyor,2000001498,64B539BG,00:08:52,5/14/2023 5:41,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-4,,,,5/14/2023 5:32,5/14/2023 5:41,N/A,-1,2,8,3,2000001498,1,22,1,,10,7,10,,,,,,,,,,,,,,,,,,,,,,7,7,2,,,1,1,8,,,,,,,5,3,,,,2,1,1,2,2,1,5/14/2023 3:04,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,3,2,1,5,4,4,5,2,4,2,5/14/2023 3:06,4,3,2,2,2,4,2,2,2,2,,1,2,2,5,4,4,2,3,2,2,3,2,,,,,,,,,,,1,2,2,2,2,2,1,250,650,,,1,1,1,,2,,1,20,2,4,4,,1,1,,,1,0,1,1,2,,,4,3,,1,3,1,1,4,,,,,,,,,,,,2,,,,,,,2,2,97,,,,,,,,,,,,2,8.8833332,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,1,1,3,1,1600,0.807256721,1,20, ,1,Smartphone,1,2,3,5,1,15,4,8,WV,3,5,0,1,1,1,4,4,1,0,1,0,2,0,0,1,0,0,1,7,4,,,,,3
184331653,-1,5/14/2023 5:32,STGAutoWebSurveyor,2000001501,64B539BG,00:10:25,5/14/2023 5:42,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-7,,,,5/14/2023 5:32,5/14/2023 5:42,N/A,-1,2,8,1,2000001501,1,37,1,,3,7,8,1,3,97,,,,,,,,,,,,,,,,,,,7,7,1,1,,1,1,5,,,,,,,5,5,2,,,3,5,1,1,1,2,5/14/2023 3:05,1,2,1,1,2,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,3,3,1,2,1,4,5,3,5,1,5,3,5/14/2023 3:08,4,5,1,1,2,1,2,1,1,3,,1,2,1,5,2,5,5,3,3,1,1,1,,,,,,,,,,,1,1,1,1,1,1,1,100,150,,,1,1,2,,6,1,1,30,2,5,5,,1,1,,,,,,1,2,,,0,0,,2,,2,1,7,,,,,,,,,,,Warehouse ,5,,,,,,,1,0,97,,,,,,,,,,,,1,10.416667,1,0,1,0,0,0,1,1,0,0,0,0,1,0,7,3,1,3,1,1603,0.165244816,1,20, ,1,Smartphone,1,4,3,5,1,11,3,6,AZ,4,8,1,1,1,1,4,1,0,0,0,0,1,1,0,,0,0,0,0,1,7,,,,3
184331669,-1,5/14/2023 5:33,STGAutoWebSurveyor,2000001503,64B539BG,00:07:13,5/14/2023 5:41,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-4,,,,5/14/2023 5:33,5/14/2023 5:40,N/A,-1,2,8,3,2000001503,1,30,1,,5,7,8,,,,,,,,,,,,,,,,,,,,,,7,7,2,4,,3,1,99,,,,,,,5,5,,,,3,5,9,9,9,9,5/14/2023 3:05,1,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,3,1,99,5,1,1,1,99,,1,5/14/2023 3:07,1,5,5,5,5,5,1,1,1,1,,1,3,3,5,1,5,3,3,2,1,1,2,,,,,,,,,,,1,1,1,1,1,2,2,,,,,2,3,1,,6,2,,,1,1,5,,1,1,,,0,0,,97,,,,,,,3,,1,1,1,,,,,,,,,,,,1,,,,,,,1,0,97,,,,,,,,,,,,2,7.2333331,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,2,1,1,1,1605,0.319331372,1,20, ,1,Smartphone,1,1,4,5,1,16,4,9,CT,1,1,1,1,1,1,4,1,0,0,0,0,1,0,0,,0,1,0,0,1,,,,,3
184331689,-1,5/14/2023 5:34,STGAutoWebSurveyor,2000001497,64B539BG,00:18:34,5/14/2023 5:53,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:34,5/14/2023 5:53,N/A,-1,2,8,1,2000001497,1,31,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,2,8,,,,,,,,5,,,,1,1,1,2,2,2,5/14/2023 3:08,1,2,3,3,1,2,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,2,1,3,3,3,3,5,,1,5/14/2023 3:11,3,3,3,3,3,3,3,3,3,3,,1,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,1,1,1,1,97,97,50,55,,,2,3,1,,2,,1,28,3,1,5,,1,3,,,0,0,,1,2,,,1,1,,1,2,1,1,2,,,,,,,,,,,Waste management ,5,,,,,,,2,0,98,,,,,,,,,,,I believe in science,2,18.583334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,2,0,2,0,1599,1.438646253,1,20, ,1,Smartphone,1,4,2,5,2,8,2,4,DE,3,5,1,1,1,4,4,1,0,0,0,0,1,0,0,1,0,0,0,2,2,2,,,,3
184331705,-1,5/14/2023 5:35,STGAutoWebSurveyor,2000001496,64B539BG,00:15:32,5/14/2023 5:51,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:35,5/14/2023 5:51,N/A,-1,2,8,1,2000001496,1,58,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,4,7,8,,,,,,2,3,,,,2,2,9,9,9,9,5/14/2023 3:08,1,2,2,1,1,1,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,3,1,1,3,3,3,4,99,,3,5/14/2023 3:14,1,4,3,3,3,3,3,2,3,3,,1,3,4,4,4,2,3,3,1,3,3,2,,,,,,,,,,,1,1,97,1,1,2,2,,,,,2,2,2,,2,,2,34,4,2,3,,1,3,,,2,0,2,1,2,,,3,2,,1,1,3,1,5,,,,,,,,,,,,2,,,,,,,2,0,3,,,,,,,,,,,,1,15.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,4,0,1,0,1598,0.700038822,1,20, ,1,Smartphone,1,2,3,3,1,5,1,3,SC,3,5,1,1,2,2,4,2,0,0,0,0,2,0,1,1,0,0,2,5,2,,,,,3
184331715,-1,5/14/2023 5:36,STGAutoWebSurveyor,2000001505,64B539BG,00:17:28,5/14/2023 5:54,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:36,5/14/2023 5:54,N/A,-1,2,8,1,2000001505,1,57,1,,4,7,,,,,,,,,,,,,,,,,,,,,,,7,7,2,,,2,2,8,,,,,,,4,3,,,,1,1,4,3,3,3,5/14/2023 3:11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,1,3,2,2,1,3,2,2,2,2,2,2,1,1,3,4,4,4,5,3,1,5/14/2023 3:16,3,3,1,3,3,4,4,1,3,3,,1,4,3,4,3,3,3,3,2,2,3,3,,,,,,,,,,,1,1,1,1,1,1,1,2,10,,,1,2,4,,3,1,2,42,4,4,4,,1,3,,,1,0,1,1,2,,,1,1,,1,1,2,6,,,,,,,,,,,,,5,,,,,,,1,0,3,,,,,,,,,,,,3,17.466667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,1,2,1,1607,1.349131568,1,20, ,1,Smartphone,1,2,3,3,6,3,1,2,GA,3,5,1,1,2,1,4,1,0,0,0,0,1,0,0,1,0,0,1,2,1,,,,,3
184331722,-1,5/14/2023 5:36,STGAutoWebSurveyor,2000001508,64B539BG,00:10:54,5/14/2023 5:47,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:36,5/14/2023 5:47,N/A,-1,2,8,1,2000001508,1,37,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,4,7,8,5,,,,,4,3,3,,,1,1,9,9,9,9,5/14/2023 3:08,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,1,99,4,4,4,4,2,,2,5/14/2023 3:14,4,4,4,2,4,4,1,1,1,1,,1,3,4,4,3,2,3,2,2,2,1,2,,,,,,,,,,,1,1,1,1,1,2,2,15,25,,,1,1,3,,1,,4,36,4,2,2,,1,3,,,0,0,,1,,,,1,,,1,2,1,1,1,,,,,,,,,,,,2,,,,,,,2,0,99,,,,,,,,,,,,2,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,3,0,3,0,1610,0.342622867,1,20, ,1,Desktop,1,4,5,1,1,18,4,9,NC,3,5,1,1,1,1,4,2,0,0,0,0,2,1,1,1,0,0,0,1,2,,,,,3
184331730,-1,5/14/2023 5:37,STGAutoWebSurveyor,2000001509,64B539BG,00:12:57,5/14/2023 5:50,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:37,5/14/2023 5:50,N/A,-1,2,8,1,2000001509,1,58,1,,2,7,,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,1,1,8,,,,,,,4,4,,,,2,3,2,2,2,2,5/14/2023 3:11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,1,3,3,3,1,3,4,3,3,3,3,2,1,99,3,4,4,4,4,3,2,5/14/2023 3:15,4,3,2,3,2,3,1,1,1,1,,1,3,1,4,3,2,2,3,2,2,3,2,,,,,,,,,,,97,2,97,97,1,2,2,50,75,,,1,1,4,,3,2,,,4,3,3,,1,1,,,0,1,1,1,2,,,0,1,,2,,1,7,,,,,,,,,,,,,3,,,,,,,1,0,97,,,,,,,,,,,,3,12.966666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,1,3,1,1611,0.269519199,1,20, ,1,Smartphone,1,1,2,3,5,5,1,3,KY,3,6,0,1,1,1,4,1,0,0,0,0,1,0,0,1,0,0,1,1,1,,,,,3
184331733,-1,5/14/2023 5:37,STGAutoWebSurveyor,2000001506,64B539BG,00:08:19,5/14/2023 5:46,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-5,,,,5/14/2023 5:37,5/14/2023 5:45,N/A,-1,2,8,3,2000001506,1,56,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,1,99,,,,,,,,,,,,1,1,9,9,9,9,5/14/2023 3:09,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,1,99,1,1,1,1,99,,3,5/14/2023 3:11,1,3,1,1,1,5,1,1,1,1,,1,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,97,97,97,97,97,97,97,,,,,2,2,8,,1,,5,58,3,3,3,,1,3,,,0,0,,97,,,,,,,3,,1,6,,,,,,,,,,,,,1,,,,,,,1,0,97,,,,,,,,,,,,3,8.3166666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,4,0,1,0,1608,0.701880081,1,20, ,1,Smartphone,1,1,3,1,2,1,1,1,OK,3,7,1,1,1,1,4,2,0,0,0,0,2,0,0,0,0,1,0,0,1,,,,,3
184331734,-1,5/14/2023 5:37,STGAutoWebSurveyor,2534303,64B539BG,00:17:48,5/14/2023 5:55,All steps are completed,12/31/9999 11:59,,,1,119,0,,Approved,-5,,,,5/14/2023 5:37,5/14/2023 5:55,N/A,-1,2,8,1,2534303,1,54,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,1,7,,,,,,,3,,,,,2,4,1,2,2,2,5/14/2023 3:11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,2,2,1,1,1,1,3,3,3,3,1,2,1,3,3,3,4,5,,3,5/14/2023 3:20,1,5,1,1,1,4,1,4,1,4,,1,3,4,4,2,1,3,3,3,1,3,2,,,,,,,,,,,1,1,1,2,1,2,2,2,10,,,1,2,4,,1,,5,60,2,2,4,,1,1,,,0,0,,97,,,,,,,3,,1,1,10,,,,,,,,,,,,2,,,,,,,2,,3,,,,,,,,,,,,3,17.816668,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,4,0,2,0,16886,0.232889085,1,1,19304,1,Smartphone,1,3,2,1,1,15,4,8,WI,2,3,1,1,1,1,4,2,0,0,0,0,2,0,1,0,0,0,0,0,2,,,,,3
184331769,-1,5/14/2023 5:39,STGAutoWebSurveyor,2000001510,64B539BG,00:12:18,5/14/2023 5:52,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:39,5/14/2023 5:51,N/A,-1,2,8,1,2000001510,1,59,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,3,7,,,,,,,3,,,,,4,3,9,9,1,9,5/14/2023 3:12,3,,,,,,,,,,,,,,,,,,,,,3,1,3,3,1,3,3,3,3,2,,,,,,,,,,,3,3,3,3,3,2,1,2,3,2,2,3,4,,2,5/14/2023 3:15,1,1,3,2,3,3,2,3,3,3,,1,2,3,3,3,3,3,3,2,2,3,2,,,,,,,,,,,1,97,97,2,1,2,2,20,50,,,1,2,2,,1,,5,53,3,2,3,,1,3,,,1,1,1,97,,,,,,,3,,2,1,7,,,,,,,,,,,,98,,,,,,Employer provided insurance,1,0,2,,,,,,,,,,,,3,12.316667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,4,0,3,0,1612,1.042877265,1,20, ,1,Smartphone,1,1,4,1,1,10,2,6,PA,1,2,1,1,1,1,4,2,0,0,0,0,2,0,1,0,0,0,2,0,1,,,,,3
184331898,-1,5/14/2023 5:42,STGAutoWebSurveyor,2000001516,64B539BG,00:05:28,5/14/2023 5:47,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-4,,,,5/14/2023 5:42,5/14/2023 5:47,N/A,-1,2,8,3,2000001516,1,31,1,,3,7,,,,,,,,,,,,,,,,,,,,,,,7,7,2,,,1,3,8,5,,,,,,4,5,5,,,3,5,3,3,1,1,5/14/2023 3:14,3,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,1,2,2,,,,,,,,,,,5,5,5,5,5,1,1,1,4,4,4,5,4,5,2,5/14/2023 3:15,5,5,5,5,4,5,5,5,5,4,,1,4,4,4,4,4,4,2,2,1,1,1,,,,,,,,,,,1,1,1,1,1,1,1,50,100,,,2,1,3,,6,1,4,28,5,5,4,,1,1,,,0,2,1,1,2,,,2,3,,1,3,3,1,2,,,,,,,,,,,,5,,,,,,,3,2,3,,,,,,,,,,,,1,5.4833331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,1,3,1,1618,0.261227056,1,20, ,1,Desktop,1,2,3,5,1,13,3,7,FL,3,5,1,1,1,1,2,5,0,2,0,0,3,1,0,1,0,0,2,5,5,,,,,3
184331904,-1,5/14/2023 5:42,STGAutoWebSurveyor,2000001518,64B539BG,00:07:44,5/14/2023 5:50,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-5,,,,5/14/2023 5:42,5/14/2023 5:50,N/A,-1,2,8,3,2000001518,1,29,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,7,7,3,,,3,2,8,,,,,,,4,4,,,,1,3,9,9,9,9,5/14/2023 3:15,3,,,,,,,,,,,,,,,,,,,,,3,3,2,3,3,3,3,3,3,3,,,,,,,,,,,1,1,1,1,1,3,2,99,3,3,3,3,99,,1,5/14/2023 3:17,2,3,3,3,3,3,3,3,3,3,,1,3,3,3,3,3,3,3,2,2,1,1,,,,,,,,,,,1,1,1,1,1,2,2,,,,,2,2,8,,6,2,,,3,1,5,,1,3,,,0,0,,97,,,,,,,3,,1,4,,,,,,,,,,,,,1,,,,,,,1,0,3,,,,,,,,,,,,1,7.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,1,1,1620,1.487416091,1,20, ,1,Smartphone,1,2,2,5,4,4,1,2,TX,3,7,1,1,2,3,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,,,,,3
184331911,-1,5/14/2023 5:43,STGAutoWebSurveyor,2000001517,64B539BG,00:23:57,5/14/2023 6:07,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:43,5/14/2023 6:07,N/A,-1,2,8,1,2000001517,1,32,1,,1,1,5,10,,,,,,,,,,,,,,,,,,,,,1,1,,,2,,1,8,,,,,,,,5,5,,5,4,5,2,2,1,1,5/14/2023 3:18,3,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,2,2,2,2,2,,,,,,,,,,,4,5,4,5,5,1,2,2,2,5,5,5,1,,1,5/14/2023 3:28,5,5,2,2,2,4,3,4,2,2,,1,2,2,5,3,2,2,3,1,3,1,2,,,,,,,,,,,1,1,1,1,2,1,2,75,250,,,1,1,2,,1,,4,32,4,2,4,,1,1,,,0,2,2,2,,,,,2,,2,,2,1,10,,,,,,,,,,,,2,,,,,,,2,2,3,,,,,,,,,,,,1,23.950001,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,3,0,1619,0.596216399,1,20, ,1,Smartphone,1,1,2,1,2,15,4,8,OR,4,9,1,1,1,1,2,4,1,1,0,0,2,,0,1,0,0,2,2,4,,,,,3
184331943,-1,5/14/2023 5:44,STGAutoWebSurveyor,2000001524,64B539BG,00:12:44,5/14/2023 5:57,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/14/2023 5:44,5/14/2023 5:57,N/A,-1,2,8,1,2000001524,1,26,1,,3,7,8,2,3,10,,,,,,,,,,,,,,,,,,,7,7,2,3,,3,2,99,,,,,,,4,3,,,,3,3,4,3,3,3,5/14/2023 3:17,2,,,,,,,,,,,1,1,2,2,2,1,1,1,3,1,,,,,,,,,,,,,,,,,,,,,2,3,2,3,3,1,2,2,3,3,3,4,1,4,1,5/14/2023 3:21,3,3,2,3,3,3,3,2,3,2,,1,3,4,4,3,3,4,2,2,2,3,2,,,,,,,,,,,1,1,2,1,1,2,1,12,25,,,1,2,6,,6,2,,,4,2,3,,1,3,,,0,0,,1,2,,,2,1,,1,3,1,1,2,,,,,,,,,,,,2,,,,,,,1,0,3,,,,,,,,,,,,3,12.733334,0,1,1,0,0,0,1,1,0,1,0,0,0,0,7,2,1,3,1,1626,1.091289707,1,20, ,1,Smartphone,1,2,4,5,1,1,1,1,NC,3,5,1,1,2,4,4,1,0,0,0,0,1,0,0,,0,1,0,3,1,,,,,3
184331973,-1,5/14/2023 5:44,STGAutoWebSurveyor,2000001522,64B539BG,00:13:27,5/14/2023 5:58,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-7,,,,5/14/2023 5:44,5/14/2023 5:58,N/A,-1,2,8,1,2000001522,1,51,1,,2,7,95,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,3,2,5,,,,,,,5,,5,,,2,1,2,1,2,2,5/14/2023 3:17,2,,,,,,,,,,,3,1,3,2,3,1,2,1,3,2,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,3,2,1,3,1,5,5,7,5,1,5/14/2023 3:22,5,5,1,5,1,5,5,1,1,1,,1,3,5,5,1,1,3,3,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,2,20,30,,,1,1,2,,4,2,,,5,1,5,,1,3,,,0,1,1,97,,,,,,,3,,2,1,9,,,,,,,,,,,,2,,,,,,,3,1,97,,,,,,,,,,,,3,13.466666,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,4,1,2,1,1624,1.886766436,1,20, ,1,Smartphone,1,6,4,4,1,9,2,5,CA,4,9,0,1,1,1,4,4,0,0,1,0,3,1,0,0,0,0,1,0,4,,,,,3
