sbjnum,filter,date,srvyr,sbjnam,usrunq,duration,netduration,stgver,upload,subjdata,srvyrcomment,complete,stopq,test,parentid,utcdiff,qascore,frscname,exrenum,vstart,vend,rvwname,cancel,country,psuid,htype,confirm,rev01,gps,hhid,language,s01,s02,s03_o1,s03_o2,s03_o3,s03_o4,s03_o5,s03_o6,s03_o7,s03_o8,s03_o9,s03_o10,s03_o11,s03_o12,s03_o13,s03_o14,s03_o15,s03_o16,s03_98,irb1,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a03,a04_o1,a04_o2,a04_o3,a04_o4,a04_o5,a04_o6,a04_o7,a04_o8,a04_o9,a04_o10,a04_o11,a04_o12,a04_o13,a04_o14,a04_o15,a04_o16,a04_98_other,t_a06_1,t_a06_2,t_a06_3,t_a06_4,t_a07_1,t_a07_2,b01,t_b02_1,t_b02_2,t_b02_3,t_b02_4,t_b02_5,t_b02_6,t_b03_1,t_b03_2,t_b03_3,t_b03_4,b04,t_b05_1,t_b05_2,t_b05_3,t_b05_4,t_b05_5,t_b05_6,t_b06_1,t_b06_2,t_b06_3,t_b06_4,t_b06_5,t_b06_6,t_b07_1,t_b07_2,t_b07_3,t_b07_4,t_b08_1,t_b08_2,t_b08_3,b09,c_intro,c01,t_c02_1,t_c02_2,t_c02_3,t_c02_4,t_c03_1,t_c03_2,t_c03_3,t_c03_4,t_c03_5,t_c03_6,t_c04_1,t_c04_2,t_c04_3,t_c04_4,t_c04_5,t_c04_1_1,t_c04_1_2,t_c04_1_3,t_c04_1_4,t_c05_1,t_c05_2,t_c05_3,t_c05_4,t_c05_5,t_c05_6,t_c05_7,t_c05_8,t_c06_1,t_c06_2,t_c06_3,t_c06_4,t_c06_5,d01_o1,d01_o2,d01_o3,d01_o4,d01_o5,d01_o6,d01_o7,d01_o8,d01_o9,d01_o10,d01_o11,d01_o12,d01_o13,d01_o14,d01_s,d02_o1,d02_o2,d02_o3,d02_o4,d02_o5,d02_o6,d02_o7,d02_o8,d02_o9,d02_o10,d02_o11,d02_o12,d02_o13,d02_s,t_d03_1,t_d03_2,t_d03_3,t_d03_4,t_d03_5,t_d03_6,t_d03_7,t_d03_8,t_d03_9,t_d04_1,t_d04_2,t_d04_3,t_d04_4,d05_1,d05_2,d05_3,d06,e01,e01_checkpasswd,e02,e03,e04_1,t_e04_2_1,t_e04_2_2,t_e05_1,t_e05_2,e07_o1,e07_o2,e07_o3,e07_o4,s_e07_1,s_e07_2,s_e07_3,e07_more_hv,e08,e09,e11,f01,f01_98,f02,f03_o1,f03_o2,f03_o3,f03_o4,f03_o5,f03_o6,f03_98,f04,f04_98_other,f05a,f05b_o1,f05b_o2,f05b_o3,f05b_o4,f05b_o5,f05b_o6,f05b_o7,f05b_s,f05c,f05c_98_other,f05d_o1,f05d_o2,f05d_o3,f05d_o4,f05d_o5,f05d_o6,f05d_o7,f05d_o8,f05d_o9,f05d_o10,f05d_o11,f05d_o12,f05d_o13,f05d_s,f05e_o1,f05e_o2,f05e_o3,f05e_o4,f05e_o5,f05e_o6,f05e_o7,f05e_s,f05f_o1,f05f_o2,f05f_o3,f05f_o4,f05f_o5,f05f_o6,f05f_o7,f05f_o8,f05f_o9,f05f_o10,f05f_o11,f05f_s,f05g_o1,f05g_o2,f05g_o3,f05g_o4,f05g_o5,f05g_o6,f05g_o7,f05g_o8,f05g_s,f05h_o1,f05h_o2,f05h_o3,f05h_o4,f05h_o5,f05h_o6,f05h_o7,s03_1,s03_2,s03_3,s03_4,s03_5,s03_6,s03_7,s03_8,s03_9,s03_10,s03_15,s03_16,s03_97,s03_99,f03_1,f03_2,f03_3,f03_4,f03_5,f03_6,f03_7
166507339,-1,4/19/2022 11:21,VN.089,PC_Subject,,01:57:59,00:21:25,1.32.557.20849 PC,4/19/2022 1:19,"All steps are completed: PSUID=3128, HHID=323",,1,92,0,,7,,,,4/19/2022 11:21,4/19/2022 1:19,N/A,-1,Vietnam,3128,urban,Yes,,No,323,Vietnamese,Yes,30,Daily pill,Male condom,,,,,,,,,,,,,,,,Consent obtained,Daily pill,Pill,Not often,,,Would be ok either way,Regular periods,Less acne/Better skin,,,,,,,,,,,,,,,,Satisfied,,,Satisfied,Definitely not,Definitely not,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A moderate amount,A moderate amount,,,,30000,,,Married,3 to 5 years,I usually decide,,,1,1,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,Never,2 times in past year,High School(Year 10 - 12),,Throughout the year,"Other, specify:",,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166507465,-1,4/19/2022 1:12,VN.123,PC_Subject,,00:17:21,00:16:06,1.32.557.20849 PC,4/19/2022 1:30,"All steps are completed: PSUID=3131, HHID=171",,1,92,0,,7,,,,4/19/2022 1:12,4/19/2022 1:30,N/A,-1,Vietnam,3131,urban,Yes,,No,171,Vietnamese,Yes,19,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Neutral,,,,Probably,Probably,7,,,,,,,,,,,,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A lot,A moderate amount,A moderate amount,,,,,,,Never married,Less than 1 year,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,Want to wait longer than 10 years,Never,Not in past year,Diploma/Certificate,,Do not work,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
166507815,-1,4/18/2022 9:46,VN.099,PC_Subject,,00:14:04,00:13:48,1.32.557.20849 PC,4/19/2022 1:50,"All steps are completed: PSUID=3166, HHID=151",,1,92,0,,7,,,,4/18/2022 9:46,4/18/2022 10:00,N/A,-1,Vietnam,3166,urban,Yes,,No,151,Vietnamese,Yes,52,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,Consent obtained,We do nothing to avoid pregnancy,,,,,Would be ok either way,,,,,,,,,,,,,,,,,,,,,,Definitely not,Definitely not,3 to 5 years,,,,,,,,,,,,Big problem,Small problem,Not a problem at all,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,No change,Good thing,Good thing,Good thing,Good thing,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A lot,A lot,,,,,,,Married,10+ years,I always decide,,,1,1,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,3,Not in past year,Graduate from university/college,,Throughout the year,"Professional, technical, managerial",,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
166507931,-1,4/19/2022 1:37,VN.089,PC_Subject,,00:21:07,00:16:55,1.32.557.20849 PC,4/19/2022 1:58,"All steps are completed: PSUID=3176, HHID=203",,1,92,0,,7,,,,4/19/2022 1:37,4/19/2022 1:58,N/A,-1,Vietnam,3176,rural,Yes,,No,203,Vietnamese,Yes,28,Daily pill,Male condom,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Half of the time,,,Would be ok either way,Regular periods,,,,,,,,,,,,,,,,,Satisfied,,,,Definitely not,Definitely not,1 to 2 years,,,,,,,,,,,,Big problem,Small problem,Not a problem at all,Big problem,Not a problem at all,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,No difference,Good thing,Good thing,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,70000,,,Married,3 to 5 years,We decide equally,,,1,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 3 to 5 years,Never,Not in past year,High School(Year 10 - 12),,Throughout the year,"Other, specify:",,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166508143,-1,4/19/2022 1:39,VN.122,PC_Subject,,00:33:26,00:10:46,1.32.557.20849 PC,4/19/2022 2:12,"All steps are completed: PSUID=3203, HHID=249",,1,92,0,,7,,,,4/19/2022 1:39,4/19/2022 2:12,N/A,-1,Vietnam,3203,rural,Yes,,No,249,Vietnamese,Yes,36,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,,,Consent obtained,Withdrawal method / pulling out before ejaculation,Withdrawal method / pulling out before ejaculation,,Most of the time,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,,Satisfied,,,Probably,Probably,3 to 5 years,,,,,,,,,,,,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Small problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A lot,,,,,,,Married,10+ years,I always decide,,,2,0,Sons:,,,,2,,,Don't want more: E05≥ E07,,Never,Never used / not aware of this method,Diploma/Certificate,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
166508187,-1,4/18/2022 10:05,VN.099,PC_Subject,,00:19:33,00:19:07,1.32.557.20849 PC,4/19/2022 2:15,"All steps are completed: PSUID=3203, HHID=203",,1,92,0,,7,,,,4/18/2022 10:05,4/18/2022 10:25,N/A,-1,Vietnam,3203,rural,Yes,,No,203,Vietnamese,Yes,35,Having sex only on safe days / counting days,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,,Consent obtained,Withdrawal method / pulling out before ejaculation,Withdrawal method / pulling out before ejaculation,,Most of the time,Half of the time,"Want to avoid pregnancy, but would be ok if it happened",Regular periods,,,,,,,,,,,,,,,,,,Satisfied,Satisfied,,Probably,Probably,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Small problem,Small problem,Not a problem at all,Small problem,Big problem,Big problem,Small problem,Small problem,Small problem,Small problem,Not a problem at all,Big problem,Big problem,Small problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Strongly agree,Agree,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A lot,A moderate amount,,,,300000,,,Married,6 - 9 years,We decide equally,,,2,0,Sons:,Daughters:,,,0,1,,Don't want more: E05≥ E07,In the next 3 to 5 years,Never,Not in past year,High School(Year 10 - 12),,Throughout the year,"Household, domestic services",,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
166508231,-1,4/19/2022 1:56,VN.123,PC_Subject,,00:23:04,00:14:23,1.32.557.20849 PC,4/19/2022 2:19,"All steps are completed: PSUID=3166, HHID=164",,1,92,0,,7,,,,4/19/2022 1:56,4/19/2022 2:19,N/A,-1,Vietnam,3166,urban,Yes,,No,164,Vietnamese,Yes,33,IUD/ Intrauterine device,,,,,,,,,,,,,,,,,Consent obtained,IUD/ Intrauterine device,IUD/ Intrauterine device,,,,Want to avoid pregnancy at all costs,Regular periods,Heavier periods,,,,,,,,,,,,,,,,,,,Neutral,Definitely not,Might or might not,Use right away,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,"STI and HIV protection is nice to have, but not necessary",,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A little,A little,A little,,,,40000,,,Married,10+ years,I usually decide,,,1,1,Sons:,Daughters:,,,5,5,,More kids: E05 <E07,In the next 3 to 5 years,1,Not in past year,Diploma/Certificate,,Throughout the year,Clerical or sales,"Household, domestic services",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
166508566,-1,4/19/2022 9:17,VN.090,Android_Subject,,00:16:24,00:16:22,1.32.564.283 AN,4/19/2022 2:30,"All steps are completed: PSUID=3205, HHID=107",,1,92,0,,7,,,,4/19/2022 9:17,4/19/2022 9:33,N/A,-1,Vietnam,3205,rural,Yes,,No,107,Vietnamese,Yes,20,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,,,Consent obtained,Withdrawal method / pulling out before ejaculation,Withdrawal method / pulling out before ejaculation,,All the time,,Would be ok either way,,,,,,,,,,,,,,,,,,,Satisfied,,,Might or might not,Might or might not,1 to 3 months,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A moderate amount,A moderate amount,,,,,,,Married,3 to 5 years,We decide equally,,,0,2,Undecided,,,,,,,Undecided: E07=97,,Never,Not in past year,High School(Year 10 - 12),,Whenever work is available,Skilled and unskilled manual labor,,,,,,,97,,,,,,,,,,,98,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
166508663,-1,4/19/2022 2:12,VN.122,PC_Subject,,00:21:09,00:10:25,1.32.557.20849 PC,4/19/2022 2:34,"All steps are completed: PSUID=3273, HHID=135",,1,92,0,,7,,,,4/19/2022 2:12,4/19/2022 2:34,N/A,-1,Vietnam,3273,rural,Yes,,No,135,Vietnamese,Yes,20,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,Would be ok either way,,,,,,,,,,,,,,,,,,Satisfied,,,,Probably not,Probably not,1 to 2 years,,,,,,,,,,,,Small problem,Small problem,Not a problem at all,Big problem,Big problem,Not a problem at all,Small problem,Small problem,Big problem,Small problem,Small problem,Small problem,Small problem,Small problem,Big problem,Small problem,,,,"STI and HIV protection is nice to have, but not necessary",,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A lot,,,,,,,Never married,3 to 5 years,We decide equally,,,0,0,Sons:,,,,1,,,More kids: E05 <E07,Unsure,4,Not in past year,High School(Year 10 - 12),,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166509171,-1,4/18/2022 10:43,VN.099,PC_Subject,,00:17:11,00:16:55,1.32.557.20849 PC,4/19/2022 2:51,"All steps are completed: PSUID=3273, HHID=147",,1,92,0,,7,,,,4/18/2022 10:43,4/18/2022 11:00,N/A,-1,Vietnam,3273,rural,Yes,,No,147,Vietnamese,Yes,22,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Half of the time,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Satisfied,,,,Probably,Probably,1 to 2 years,,,,,,,,,,,,Big problem,Small problem,Small problem,Big problem,Small problem,Small problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Small problem,Small problem,,,,I'm not interested in STI and HIV protection at this time,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A lot,A lot,A little,,,,,,,Married,3 to 5 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,Unsure,Never,Not in past year,Graduate from university/college,,Do not work,,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
166509486,-1,4/19/2022 2:47,VN.122,PC_Subject,,00:13:36,00:11:04,1.32.557.20849 PC,4/19/2022 3:00,"All steps are completed: PSUID=3113, HHID=284",,1,92,0,,7,,,,4/19/2022 2:47,4/19/2022 3:00,N/A,-1,Vietnam,3113,urban,Yes,,No,284,Vietnamese,Yes,30,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Neutral,,,,Probably not,Probably not,4 to 6 months,,,,,,,,,,,,Big problem,Big problem,Not a problem at all,Not a problem at all,Not a problem at all,Small problem,Big problem,Big problem,Not a problem at all,Small problem,Big problem,Small problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,No change,Good thing,Good thing,Good thing,Good thing,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A little,A little,A moderate amount,,,,,,,Married,3 to 5 years,He usually decides,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 3 to 5 years,Never,Not in past year,Diploma/Certificate,,Throughout the year,Skilled and unskilled manual labor,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166509731,-1,4/19/2022 2:54,VN.089,PC_Subject,,00:17:11,00:15:32,1.32.557.20849 PC,4/19/2022 3:11,"All steps are completed: PSUID=3128, HHID=106",,1,92,0,,7,,,,4/19/2022 2:54,4/19/2022 3:11,N/A,-1,Vietnam,3128,urban,Yes,,No,106,Vietnamese,Yes,42,Daily pill,Male condom,,,,,,,,,,,,,,,,Consent obtained,Daily pill,Pill,Not often,,,Want to avoid pregnancy at all costs,Regular periods,Less acne/Better skin,,,,,,,,,,,,,,,,Satisfied,,,Satisfied,Definitely not,Definitely not,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A moderate amount,A moderate amount,,,,100000,,,Married,10+ years,I always decide,,,1,1,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,Never,1 time in past year,High School(Year 10 - 12),,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166509740,-1,4/19/2022 2:56,VN.123,PC_Subject,,00:15:51,00:11:42,1.32.557.20849 PC,4/19/2022 3:12,"All steps are completed: PSUID=3166, HHID=142",,1,92,0,,7,,,,4/19/2022 2:56,4/19/2022 3:12,N/A,-1,Vietnam,3166,urban,Yes,,No,142,Vietnamese,Yes,29,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Very Satisfied,,,,Definitely not,Definitely not,1 to 3 months,,,,,,,,,,,,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,"STI and HIV protection is nice to have, but not necessary",,A lot more involved,Good thing,Good thing,Good thing,Good thing,Disagree,Strongly agree,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A lot,,,,,,,Married,6 - 9 years,We decide equally,,,0,2,Sons:,Daughters:,,,2,2,,More kids: E05 <E07,In the next 1 to 2 years,Never,Not in past year,Diploma/Certificate,,Throughout the year,Skilled and unskilled manual labor,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166510147,-1,4/19/2022 3:11,VN.089,PC_Subject,,00:20:41,00:15:25,1.32.557.20849 PC,4/19/2022 3:32,"All steps are completed: PSUID=3174, HHID=156",,1,92,0,,7,,,,4/19/2022 3:11,4/19/2022 3:32,N/A,-1,Vietnam,3174,rural,Yes,,No,156,Vietnamese,Yes,28,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,Consent obtained,We do nothing to avoid pregnancy,,,,,Would be ok either way,,,,,,,,,,,,,,,,,,,,,,Might or might not,Probably,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Small problem,Small problem,Small problem,Not a problem at all,Big problem,Big problem,Small problem,Small problem,Small problem,Small problem,Not a problem at all,Small problem,Small problem,Small problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A little,A moderate amount,A little,,,,,,,Married,3 to 5 years,We decide equally,,,0,2,Sons:,Daughters:,,,1,3,,More kids: E05 <E07,In the next 1 to 2 years,2,Not in past year,High School(Year 10 - 12),,Throughout the year,"Other, specify:",,,,,,,97,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
166510585,-1,4/19/2022 3:27,VN.123,PC_Subject,,00:26:50,00:12:07,1.32.557.20849 PC,4/19/2022 3:54,"All steps are completed: PSUID=3153, HHID=252",,1,92,0,,7,,,,4/19/2022 3:27,4/19/2022 3:54,N/A,-1,Vietnam,3153,urban,Yes,,No,252,Vietnamese,Yes,27,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Very Satisfied,,,,Probably,Probably,1 to 2 years,,,,,,,,,,,,Small problem,Small problem,Small problem,Small problem,Small problem,Small problem,Small problem,Small problem,Small problem,Not a problem at all,Small problem,Small problem,Small problem,Small problem,Small problem,Small problem,,,,"STI and HIV protection is nice to have, but not necessary",,Somewhat more involved,Good thing,No difference,No difference,No difference,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A moderate amount,A lot,,,,,,,Never married,3 to 5 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,Unsure,Never,Not in past year,Middle(Year 6 - 9),,Throughout the year,Skilled and unskilled manual labor,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
