sbjnum,filter,date,interviewtimedate,srvyr,sbjnam,usrunq,duration,upload,interviewtimeupload,subjdata,complete,stopq,test,parentid,utcdiff,qascore,frscname,exrenum,vstart,interviewtimevstart,vend,interviewtimevend,rvwname,cancel,srvtype,country,psuid,htype,confirm,rev01,gps,hhid,language,s01,s02,s03_o1,s03_o2,s03_o3,s03_o4,s03_o5,s03_o6,s03_o7,s03_o8,s03_o9,s03_o10,s03_o11,s03_o12,s03_o13,s03_o14,s03_o15,s03_o16,s03_98_oth,irb_gps_la,irb_gps_lo,irb1,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a03,a04_o1,a04_o2,a04_o3,a04_o4,a04_o5,a04_o6,a04_o7,a04_o8,a04_o9,a04_o10,a04_o11,a04_o12,a04_o13,a04_o14,a04_o15,a04_o16,a04_98_oth,a05_o1,a05_o2,a05_o3,a05_o4,a05_o5,a05_o6,a05_o7,a05_o8,a05_o9,a05_o10,a05_o11,a05_o12,a05_o13,a05_o14,a05_o15,a05_o16,a05_98_oth,t_a06_1,t_a06_2,t_a06_3,t_a06_4,t_a07_1,t_a07_2,b_intro_timestamp,b01,t_b02_1,t_b02_2,t_b02_3,t_b02_4,t_b02_5,t_b02_6,t_b03_1,t_b03_2,t_b03_3,t_b03_4,b04,t_b05_1,t_b05_2,t_b05_3,t_b05_4,t_b05_5,t_b05_6,t_b06_1,t_b06_2,t_b06_3,t_b06_4,t_b06_5,t_b06_6,t_b07_1,t_b07_2,t_b07_3,t_b07_4,t_b07_1_1,t_b07_1_2,t_b07_1_3,t_b08_1,t_b08_2,t_b08_3,b9_timestamp,b09,c_intro,c01_gps_la,c01_gps_lo,c01,t_c02_1,t_c02_2,t_c02_3,t_c02_4,t_c03_1,t_c03_2,t_c03_3,t_c03_4,t_c03_5,t_c03_6,t_c04_1,t_c04_2,t_c04_3,t_c04_4,t_c04_5,t_c04_1_1,t_c04_1_2,t_c04_1_3,t_c04_1_4,t_c05_1,t_c05_2,t_c05_3,t_c05_4,t_c05_5,t_c05_6,t_c05_8,t_c06_1,t_c06_2,t_c06_3,t_c06_5,d01_o1,d01_o2,d01_o3,d01_o4,d01_o5,d01_o6,d01_o7,d01_o8,d01_o9,d01_o10,d01_o11,d01_o12,d01_o13,d01_o14,d01_98_oth,t_d03_1,t_d03_2,t_d03_3,t_d03_4,t_d03_5,t_d03_6,t_d03_7,t_d03_8,t_d03_9,t_d04_1,t_d04_2,t_d04_3,t_d04_4,d05_1,d05_2,d05_3,d06,e_intro_timestamp,e01,e01_checkpasswd,e02,e03,e04_1,t_e04_2_1,t_e04_2_2,t_e05_1,t_e05_2,e06,e07_o1,e07_o2,e07_o3,e07_o4,s_e07_1,s_e07_2,s_e07_3,e07_more_hv,e08,e09,e10_o1,e10_o2,e10_o3,e10_o4,e10_o5,e11,f01_gps_la,f01_gps_lo,f01,f01_s,f02,f03_o1,f03_o2,f03_o3,f03_o4,f03_o5,f03_o6,f03_98,f04_1_o1,f04_1_o2,f04_1_o3,f04_1_o4,f04_1_o5,f04_1_o6,f04_1_o7,f04_1_o8,f04_1_o9,f04_1_o10,f04_1_o11,s_f04_1_98,f04_2,q_97_s,f05a,f05b,q_101_s,f05c_o1,f05c_o2,f05c_o3,f05c_o4,f05c_o5,f05c_o6,f05c_s,f05d,q_103_s,f05e_o1,f05e_o2,f05e_o3,f05e_o4,f05e_o5,f05e_o6,f05e_o7,f05e_s,f05f_o1,f05f_o2,f05f_o3,f05f_o4,f05f_o5,f05f_o6,f05f_o7,f05f_o8,f05f_o9,f05f_o10,f05f_o11,f05f_s,f05g_o1,f05g_o2,f05g_o3,f05g_o4,f05g_o5,f05g_o6,f05g_o7,f05g_o8,f05g_s,f05h_o1,f05h_o2,f05h_o3,f05h_o4,f05h_o5,f05h_o6,f05h_o7,term,S03_S_Translated,A04_S_Translated,A05_S_Translated,D01_S_Translated,F01_S_Translated,F03_S_Translated,F03_Code,s03_1,s03_2,s03_3,s03_4,s03_5,s03_6,s03_7,s03_8,s03_9,s03_10,s03_97,s03_99,s03_98,a04_1,a04_2,a04_3,a04_4,a04_5,a04_6,a04_7,a04_8,a04_9,a04_10,a04_11,a04_12,a04_13,a04_97,a04_99,a04_98,a05_1,a05_2,a05_3,a05_4,a05_5,a05_6,a05_7,a05_8,a05_9,a05_10,a05_97,a05_99,a05_98,d01_1,d01_2,d01_3,d01_4,d01_5,d01_6,d01_7,d01_8,d01_9,d01_10,d01_11,d01_12,d01_99,d01_98,f03_1,f03_2,f03_3,f03_4,f03_5
168275605,-1,06-02-2022 10:01,06-02-2022 10:31,BD.055,Android_Subject,,00:47:48,06-02-2022 10:49,06-02-2022 11:19,"All steps are completed: PSUID=2275, HHID=147",1,108,0,,6,,,,06-02-2022 10:01,06-02-2022 10:31,06-02-2022 10:49,06-02-2022 11:19,N/A,-1,CAPI,Bangladesh,2275,urban,Yes,,No,147,Bengali,Yes,22,Daily pill,,,,,,,,,,,,,,,,,26.112526,89.6758916,Consent obtained,Daily pill,Pill,,,,"Want to avoid pregnancy, but would be ok if it happened",Regular periods,Lighter periods,,,,,,,,,,,,,,,,Injection,,,,,,,,,,,,,,,,,,,,Satisfied,Definitely not,Definitely not,06-02-2022 10:36,4 to 6 months,Definitely,Definitely,Definitely,Might or might not,Definitely not,Definitely not,Definitely,Definitely,Definitely,Definitely,12 months,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Definitely,Definitely,Definitely,06-02-2022 11:04,STI and HIV protection is a must-have,,,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Big problem,Big problem,Big problem,Big problem,Sister or female cousin / relative,Partner / husband/boyfriend,,,,,,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,A lot,A lot,A moderate amount,A lot,Very easy,,,30,06-02-2022 11:13,Once a week,9753,Married,6 - 9 years,He usually decides,,,1,0,,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 1 to 2 years,Never,,,,,,Not in past year,,,Primary ( Year 1 - 5),,Do not work,,,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,
168275608,-1,06-02-2022 10:16,06-02-2022 10:46,BD.061,Android_Subject,,00:32:43,06-02-2022 10:49,06-02-2022 11:19,"All steps are completed: PSUID=2107, HHID=210",1,108,0,,6,,,,06-02-2022 10:16,06-02-2022 10:46,06-02-2022 10:49,06-02-2022 11:19,N/A,-1,CAPI,Bangladesh,2107,rural,Yes,,No,210,Bengali,Yes,36,IUD/ Intrauterine device,Injection,,,,,,,,,,,,,,,,22.7442338,90.6148073,Consent obtained,IUD/ Intrauterine device,IUD/ Intrauterine device,,,,Want to avoid pregnancy at all costs,Regular periods,Heavier periods,,,,,,,,,,,,,,,,Implant,,,,,,,,,,,,,,,,,,,,Very Satisfied,Definitely not,Might or might not,06-02-2022 10:51,1 to 2 years,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely,Definitely,Definitely,Definitely,One month,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Definitely,Definitely,Definitely,06-02-2022 11:04,STI and HIV protection is a must-have,,,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Big problem,Big problem,Big problem,Big problem,Partner / husband/boyfriend,,,,,,,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,A lot,A moderate amount,A moderate amount,A lot,Very easy,,,0,06-02-2022 11:15,Several times a week,9753,Married,10+ years,We decide equally,,,2,2,1 man,Sons:,Daughters:,,,2,2,,Don't want more: E05≥ E07,,Never,,,,,,Never used / not aware of this method,,,Primary ( Year 1 - 5),,Do not work,,,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,
168275666,-1,06-02-2022 08:59,06-02-2022 09:29,BD.053,Android_Subject,,00:49:11,06-02-2022 10:54,06-02-2022 11:24,"All steps are completed: PSUID=2275, HHID=115",1,108,0,,6,,,,06-02-2022 08:59,06-02-2022 09:29,06-02-2022 09:49,06-02-2022 10:19,N/A,-1,CAPI,Bangladesh,2275,urban,Yes,,No,115,Bengali,Yes,38,Daily pill,,,,,,,,,,,,,,,,,26.1131781,89.676384,Consent obtained,Daily pill,Pill,,,,Want to avoid pregnancy at all costs,None,,,,,,,,,,,,,,,,,Injection,,,,,,,,,,,,,,,,,,,,Very Satisfied,Definitely not,Might or might not,06-02-2022 09:37,4 to 6 months,Definitely,Probably,Definitely,Definitely not,Definitely not,Definitely not,Probably,Definitely,Definitely,Definitely,One week,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Not a problem at all,Big problem,Big problem,Small problem,Small problem,Big problem,Big problem,Definitely,Probably,Definitely,06-02-2022 09:46,STI and HIV protection is a must-have,,,,Somewhat more involved,No difference,Good thing,Good thing,Good thing,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Not a problem at all,Partner never used condom,Big problem,Big problem,Partner / husband/boyfriend,,,,,,,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Every day / almost every day,Not at all,A lot,A lot,A lot,A moderate amount,Very easy,,,20,06-02-2022 09:58,Once a week,9753,Married,10+ years,We decide equally,,,1,1,1 man,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,Never,,,,,,Never used / not aware of this method,26.1133758,89.6765891,Primary ( Year 1 - 5),,Do not work,,,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,
168276023,-1,06-02-2022 10:24,06-02-2022 10:54,BD.053,Android_Subject,,00:56:30,06-02-2022 11:20,06-02-2022 11:50,"All steps are completed: PSUID=2275, HHID=185",1,108,0,,6,,,,06-02-2022 10:24,06-02-2022 10:54,06-02-2022 11:21,06-02-2022 11:51,N/A,-1,CAPI,Bangladesh,2275,urban,Yes,,No,185,Bengali,Yes,40,Injection,,,,,,,,,,,,,,,,,,,Consent obtained,Injection,Injection,,,,Want to avoid pregnancy at all costs,Weight gain,Irregular periods,,,,,,,,,,,,,,,,Daily pill,,,,,,,,,,,,,,,,,,,,Satisfied,Definitely not,Definitely not,06-02-2022 11:07,Within 7 to 12 months,Definitely,Probably,Probably,Definitely not,Definitely not,Definitely not,Probably,Probably,Definitely,Definitely,3 months,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Big problem,Small problem,Small problem,Big problem,Big problem,Definitely,Probably,Definitely,06-02-2022 11:18,STI and HIV protection is a must-have,,,,Somewhat more involved,No difference,Good thing,Good thing,Good thing,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Strongly agree,Not a problem at all,Partner never used condom,Big problem,Big problem,"Doctor - clinician, nurse",,,,,,,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Every day / almost every day,Not at all,A lot,A lot,A lot,A moderate amount,Very easy,,,0,06-02-2022 11:26,Several times a month,9753,Married,10+ years,I always decide,,,0,2,1 man,Sons:,Daughters:,,,2,2,,More kids: E05 <E07,Don't want more kids,1,Ended pregnancy before it came to term,,,,,Never used / not aware of this method,,,No schooling or less than Year 1,,Throughout the year,"Household, domestic services",,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
168276572,-1,06-02-2022 10:22,06-02-2022 10:52,BD.047,Android_Subject,,00:39:48,06-02-2022 11:51,06-02-2022 12:21,"All steps are completed: PSUID=2295, HHID=170",1,108,0,,6,,,,06-02-2022 10:22,06-02-2022 10:52,06-02-2022 11:02,06-02-2022 11:32,N/A,-1,CAPI,Bangladesh,2295,urban,Yes,,No,170,Bengali,Yes,26,Male condom,,,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,All the time,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,Very Satisfied,,,,Probably not,Definitely,06-02-2022 10:57,Use right away,Definitely,Definitely,Definitely not,Definitely not,Definitely not,Definitely not,Definitely,Definitely,Definitely,Definitely,3 months,Big problem,Small problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Small problem,Small problem,Not a problem at all,Definitely,Definitely,Definitely,06-02-2022 11:10,STI and HIV protection is a must-have,,,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Neither agree nor disagree,Small problem,Small problem,Small problem,Big problem,Partner / husband/boyfriend,,,,,,,,,,,,,,,Every day / almost every day,At least once a week,Every day / almost every day,Every day / almost every day,Not at all,Every day / almost every day,Not at all,At least once a week,Not at all,A lot,Never visited/ heard about them,A moderate amount,A moderate amount,Somewhat easy,,,,06-02-2022 11:22,Several times a month,9753,Married,3 to 5 years,We decide equally,,,0,1,,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,Unsure,Never,,,,,,Not in past year,,,Graduate,,Do not work,,,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,
168276669,-1,06-02-2022 11:21,06-02-2022 11:51,BD.061,Android_Subject,,00:39:17,06-02-2022 12:00,06-02-2022 12:30,"All steps are completed: PSUID=2107, HHID=143",1,108,0,,6,,,,06-02-2022 11:21,06-02-2022 11:51,06-02-2022 12:00,06-02-2022 12:30,N/A,-1,CAPI,Bangladesh,2107,rural,Yes,,No,143,Bengali,Yes,38,Daily pill,Injection,,,,,,,,,,,,,,,,22.7456147,90.61548,Consent obtained,Injection,Injection,,,,Want to avoid pregnancy at all costs,Weight gain,Irregular periods,Mood Swings,,,,,,,,,,,,,,,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,,,,Satisfied,Definitely not,Definitely not,06-02-2022 11:58,Never,,,,,,,,,,,,Big problem,Not a problem at all,Small problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Definitely,Probably,Definitely,06-02-2022 12:09,STI and HIV protection is a must-have,,22.7451626,90.615108,A lot less involved,,,,,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Big problem,Big problem,Big problem,Big problem,No one,,,,,,,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,A lot,A moderate amount,A lot,A moderate amount,Very easy,,,30,06-02-2022 12:25,Every 2 to 3 months,9753,Married,10+ years,I always decide,,,2,1,1 man,Sons:,Daughters:,,,2,2,,More kids: E05 <E07,Don't want more kids,Never,,,,,,Never used / not aware of this method,,,Primary ( Year 1 - 5),,Do not work,,,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,
168276788,-1,06-02-2022 11:27,06-02-2022 11:57,BD.047,Android_Subject,,00:38:11,06-02-2022 12:05,06-02-2022 12:35,"All steps are completed: PSUID=2295, HHID=189",1,108,0,,6,,,,06-02-2022 11:27,06-02-2022 11:57,06-02-2022 12:05,06-02-2022 12:35,N/A,-1,CAPI,Bangladesh,2295,urban,Yes,,No,179,Bengali,Yes,27,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,,,Consent obtained,We do nothing to avoid pregnancy,,,,,Would be ok either way,,,,,,,,,,,,,,,,,,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,,,,,Might or might not,Definitely,06-02-2022 12:03,Use right away,Definitely,Definitely,Probably,Definitely not,Definitely not,Definitely not,Definitely,Definitely not,Definitely not,Definitely not,5 years,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Small problem,Definitely,Probably,Definitely,06-02-2022 12:15,STI and HIV protection is a must-have,,,,Somewhat less involved,Good thing,Good thing,Good thing,Good thing,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Small problem,Small problem,Big problem,Big problem,Partner / husband/boyfriend,"Other, specify:",,,,,,,,,,,,,,Every day / almost every day,Never heard about it,Every day / almost every day,Every day / almost every day,Never heard about it,Every day / almost every day,Not at all,At least once a week,Not at all,A lot,A moderate amount,Never visited/ heard about them,A moderate amount,,,,,06-02-2022 12:27,Several times a week,9753,Married,3 to 5 years,We decide equally,,,0,2,1 man,Sons:,Daughters:,,,2,2,,More kids: E05 <E07,Within 1 year,Never,,,,,,Not in past year,,,Middle ( Year 6 - 8),,Do not work,,,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,Sister-in-law,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,
168276841,-1,06-02-2022 11:19,06-02-2022 11:49,BD.055,Android_Subject,,00:49:25,06-02-2022 12:08,06-02-2022 12:38,"All steps are completed: PSUID=2275, HHID=194",1,108,0,,6,,,,06-02-2022 11:19,06-02-2022 11:49,06-02-2022 12:08,06-02-2022 12:38,N/A,-1,CAPI,Bangladesh,2275,urban,Yes,,No,194,Bengali,Yes,32,Injection,,,,,,,,,,,,,,,,,26.1107159,89.6744708,Consent obtained,Injection,Injection,,,,Want to avoid pregnancy at all costs,Irregular periods,Heavier periods,,,,,,,,,,,,,,,,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,,,,Satisfied,Might or might not,Definitely not,06-02-2022 12:00,Within 7 to 12 months,Definitely,Definitely,Probably,Might or might not,Definitely not,Definitely not,Definitely,Definitely,Definitely,Definitely,Good for life / until it has to be taken out,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Definitely,Definitely,Definitely,06-02-2022 12:18,STI and HIV protection is a must-have,,,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Big problem,Big problem,Big problem,Big problem,Partner / husband/boyfriend,,,,,,,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,At least once a week,Not at all,A lot,A lot,A moderate amount,A moderate amount,Very easy,,,50,06-02-2022 12:29,Once a week,9753,Married,10+ years,I usually decide,,,0,2,1 man,Undecided,,,,,,,Undecided: E07=97,,Never,,,,,,Not in past year,,,No schooling or less than Year 1,,Seasonally / part of the year,"Agricultural (farming, livestock, fishing)",,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
168277012,-1,06-02-2022 10:09,06-02-2022 10:39,BD.051,Android_Subject,,00:54:19,06-02-2022 12:18,06-02-2022 12:48,"All steps are completed: PSUID=2295, HHID=183",1,108,0,,6,,,,06-02-2022 10:09,06-02-2022 10:39,06-02-2022 11:04,06-02-2022 11:34,N/A,-1,CAPI,Bangladesh,2295,urban,Yes,,No,183,Bengali,Yes,30,Daily pill,,,,,,,,,,,,,,,,,,,Consent obtained,Daily pill,Pill,,,,"Want to avoid pregnancy, but would be ok if it happened",Headache,Sore breasts,Regular periods,Lower sex drive or interest,Nausea,,,,,,,,,,,,,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,,,,Very Satisfied,Definitely not,Definitely not,06-02-2022 10:56,1 to 3 months,Definitely,Probably,Probably,Definitely not,Definitely not,Definitely not,Definitely,Definitely,Definitely,Definitely,12 months,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Small problem,Probably,Probably,Definitely,06-02-2022 11:10,STI and HIV protection is a must-have,,,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Small problem,Big problem,Big problem,Big problem,Partner / husband/boyfriend,,,,,,,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,At least once a week,Not at all,A lot,A moderate amount,A lot,A lot,Very easy,,,0,06-02-2022 11:24,Once a week,9753,Married,10+ years,We decide equally,,,2,1,1 man,Either:,,,,,,1,Don't want more: E05≥ E07,,Never,,,,,,Never used / not aware of this method,,,Primary ( Year 1 - 5),,Do not work,,,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,
168277013,-1,06-02-2022 11:14,06-02-2022 11:44,BD.051,Android_Subject,,00:44:47,06-02-2022 12:18,06-02-2022 12:48,"All steps are completed: PSUID=2295, HHID=159",1,108,0,,6,,,,06-02-2022 11:14,06-02-2022 11:44,06-02-2022 11:59,06-02-2022 12:29,N/A,-1,CAPI,Bangladesh,2295,urban,Yes,,No,159,Bengali,Yes,22,Male condom,,,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Half of the time,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Daily pill,Injection,,,,,,,,,,,,,,,,Satisfied,,,,Probably,Probably not,06-02-2022 11:58,1 to 3 months,Probably,Probably not,Probably not,Probably not,Definitely not,Definitely not,Definitely,Definitely,Definitely,Definitely,12 months,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Small problem,Probably,Definitely,Probably,06-02-2022 12:10,STI and HIV protection is a must-have,,,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Small problem,Small problem,Big problem,Big problem,Partner / husband/boyfriend,,,,,,,,,,,,,,,Not at all,Never heard about it,Not at all,Not at all,Never heard about it,Not at all,Not at all,At least once a week,Not at all,A lot,A moderate amount,A lot,A moderate amount,Somewhat easy,,,,06-02-2022 12:22,Once a week,9753,Married,6 - 9 years,We decide equally,,,1,1,1 man,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,Never,,,,,,Never used / not aware of this method,,,Middle ( Year 6 - 8),,Do not work,,,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,
